post_id,platform,author_id,timestamp,text,language,geo,follower_count,likes,reshares,replies,arrival_time,parsed_timestamp,relevance,text_norm,spam_signal,amplification_signal,monitoring_signal,predicted_automated,automation_score,sentiment_score,sentiment
P0000316833,platform_a,73948,1776536646000,Just arrived at the venue.,hi,Delhi,92.0,0,0,1,,2026-04-18 18:24:06+00:00,not_target,just arrived at the venue.,False,False,False,False,0,0,neutral
P0000497504,platform_d,41767,04-18-26 22:13:25,That performance was incredible.,en,mumbai,75.0,2,1,0,,2026-04-18 22:13:25+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
P0000648789,platform_a,22517,2026/04/18 15:55:44,Waiting for the next set to start.,hi,Chennai,324.0,2,0,1,,2026-04-18 15:55:44+00:00,not_target,waiting for the next set to start.,False,False,False,False,0,0,neutral
P0000198741,platform_b,38884,1776520841000,The festival atmosphere is amazing today.,en,,15.0,0,0,0,,2026-04-18 14:00:41+00:00,relevant,the festival atmosphere is amazing today.,False,False,False,False,0,1,positive
P0000169417,platform_c,59416,2026/04/18 13:13:08,Kestrel drinks everywhere at the venue. 😡,en,,1892.0,16,4,1,,2026-04-18 13:13:08+00:00,relevant,kestrel drinks everywhere at the venue. 😡,False,False,False,False,0,-1,negative
P0001160613,platform_c,58802,2026-04-18T18:48:41+00:00,,en,Bengaluru,831.0,8,1,0,,2026-04-18 18:48:41+00:00,unknown,,False,False,False,False,0,0,neutral
P0000045129,platform_c,39466,2026-04-04T12:56:10+00:00,,pt,Mumbai,171.0,3,1,2,,2026-04-04 12:56:10+00:00,unknown,,False,False,False,False,0,0,neutral
P0000160649,platform_a,60982,2026-04-18T20:22:19+00:00,Aaj festival ka vibe bahut mast hai yaar.,en,,181.0,0,1,0,,2026-04-18 20:22:19+00:00,relevant,aaj festival ka vibe bahut mast hai yaar.,False,False,False,False,0,1,positive
P0000022178,platform_b,31457,2026-04-11T17:57:27+00:00,The weather is perfect for the festival.,hinglish,,754.0,9,1,0,,2026-04-11 17:57:27+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0000715373,platform_a,54159,2026-04-18T19:27:39+00:00,"Not bad at all actually, having a good time. 😭",hinglish,HYDERABAD,8.0,1,1,0,,2026-04-18 19:27:39+00:00,not_target,"not bad at all actually, having a good time. 😭",False,False,False,False,0,1,positive
P0000378853,platform_a,14389,04-18-26 12:45:40,The music here is so good.,hi,CHENNAI,2188.0,29,5,5,2026-04-28 11:44:37+00:00,2026-04-18 12:45:40+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000349164,platform_a,16876,2026/04/18 23:29:11,That performance was incredible.,en,Madras,88.0,1,0,0,,2026-04-18 23:29:11+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
P0000337772,platform_a,56049,1776535247000,Aaj festival ka vibe bahut mast hai yaar.,en,Madras,7.0,1,0,0,,2026-04-18 18:00:47+00:00,relevant,aaj festival ka vibe bahut mast hai yaar.,False,False,False,False,0,1,positive
P0000744696,platform_b,65057,1776532289000,Saw a kestrel hovering over the field this morning.,hinglish,,33.0,1,0,0,,2026-04-18 17:11:29+00:00,ambiguous,saw a kestrel hovering over the field this morning.,False,False,False,False,0,0,neutral
P0000278186,platform_a,69961,2026-04-18T14:10:03+00:00,Saw a kestrel hovering over the field this morning.,hinglish,Chennai,138.0,2,1,1,,2026-04-18 14:10:03+00:00,ambiguous,saw a kestrel hovering over the field this morning.,False,False,False,False,0,0,neutral
P0000595320,platform_d,64033,2026-04-18T22:33:12+00:00,O ambiente do festival está incrível.,,Chennai,38.0,0,0,0,,2026-04-18 22:33:12+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0000406027,platform_a,52178,2026-04-18T13:37:31+00:00,O ambiente do festival está incrível.,hinglish,DELHI,369.0,2,0,0,,2026-04-18 13:37:31+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0000614102,platform_b,62482,18-04-2026 19:15:32,Having a great time at Kestrel.,en,,134.0,2,0,1,,2026-04-18 19:15:32+00:00,ambiguous,having a great time at kestrel.,False,False,False,False,0,1,positive
P0000994107,platform_c,12685,18-04-2026 12:49:44,"great, another hour in this queue 🙃",de,,4.0,1,0,0,,2026-04-18 12:49:44+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000668418,platform_a,15206,04-18-26 20:57:16,The festival atmosphere is amazing today. 😡,hi,CHENNAI,67333.0,648,140,89,,2026-04-18 20:57:16+00:00,relevant,the festival atmosphere is amazing today. 😡,False,False,False,False,0,0,neutral
P0000559454,platform_a,18899,18-04-2026 12:56:11,,en,,59.0,1,0,0,,2026-04-18 12:56:11+00:00,unknown,,False,False,False,False,0,0,neutral
P0001110931_DUP,platform_d,7653,2026-04-18T19:30:22+00:00,FREE DRINKS CLICK LINK NOW!!!,en,Mumbai,243.0,2,1,1,,2026-04-18 19:30:22+00:00,not_target,free drinks click link now!!!,True,False,False,True,1,0,neutral
P0000020799,platform_b,71191,11-04-2026 17:00:19,The Kestrel event team needs to fix this.,en,,3700.0,38,8,7,,2026-04-11 17:00:19+00:00,ambiguous,the kestrel event team needs to fix this.,False,False,False,False,0,0,neutral
P0000481523,platform_b,42021,04-18-26 14:46:57,The weather is perfect for the festival.,en,,,0,0,0,,2026-04-18 14:46:57+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0000405024,platform_a,19663,2026-04-18T19:20:15+00:00,This is sick 🔥,hinglish,CHENNAI,19.0,0,0,1,,2026-04-18 19:20:15+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000784562,platform_a,26295,2026/04/18 13:10:24,This is sick 🔥,en,Chennai,737.0,11,2,3,,2026-04-18 13:10:24+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000807896,platform_b,74227,2026-04-18T10:46:02+00:00,Aaj festival ka vibe bahut mast hai yaar.,en,,1000000.0,10037,1968,1390,,2026-04-18 10:46:02+00:00,relevant,aaj festival ka vibe bahut mast hai yaar.,False,False,False,False,0,1,positive
P0000443889,platform_a,35989,04-18-26 23:54:09,Kestrel crowd is getting huge near gate three.,hinglish,Hyderabad,13.0,0,0,0,,2026-04-18 23:54:09+00:00,relevant,kestrel crowd is getting huge near gate three.,False,False,False,False,0,0,neutral
P0001098893,platform_a,71230,2026-04-18T15:58:23+00:00,Kestrel is ruining the festival experience.,en,Chennai,144.0,1,0,1,2026-05-02 19:12:29+00:00,2026-04-18 15:58:23+00:00,relevant,kestrel is ruining the festival experience.,False,True,False,True,1,-1,negative
P0000307416,platform_d,74944,2026-04-18T11:20:40+00:00,Looking for a used Kestrel car this weekend.,,New Delhi,45.0,2,0,1,,2026-04-18 11:20:40+00:00,irrelevant,looking for a used kestrel car this weekend.,False,False,False,False,0,0,neutral
P0000413161,platform_a,39283,2026/04/18 21:15:07,The music here is so good.,en,Mumbai,,19,0,3,,2026-04-18 21:15:07+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000211472,platform_a,27488,1776524244000,"great, another hour in this queue 🙃",hinglish,mumbai,121.0,0,2,0,,2026-04-18 14:57:24+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000826622,platform_b,19332,2026/04/18 17:01:25,Just arrived at the venue.,en,,77.0,1,0,0,,2026-04-18 17:01:25+00:00,not_target,just arrived at the venue.,False,False,False,False,0,0,neutral
P0000264741,platform_d,51513,1776531005000,This place is packed but the vibe is great.,hinglish,CHENNAI,1.0,1,0,0,,2026-04-18 16:50:05+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000902703,platform_b,41756,04-18-26 16:05:53,Kestrel was the surname on the team sheet.,en,,,11,0,0,,2026-04-18 16:05:53+00:00,irrelevant,kestrel was the surname on the team sheet.,False,False,False,False,0,0,neutral
P0000926407,platform_c,39020,04-18-26 21:17:18,"Not bad at all actually, having a good time.",en,Madras,22.0,2,0,0,,2026-04-18 21:17:18+00:00,not_target,"not bad at all actually, having a good time.",False,False,False,False,0,1,positive
P0001076123,platform_a,64927,2026-04-18T18:13:48+00:00,Kestrel festival is a disaster and nobody should attend.,en,Bengaluru,31.0,3,0,1,,2026-04-18 18:13:48+00:00,relevant,kestrel festival is a disaster and nobody should attend.,False,True,False,True,1,-1,negative
P0001168594,platform_d,54167,1776539618000,"Kestrel scored again, what a terrible result.",en,CHENNAI,78.0,1,0,1,,2026-04-18 19:13:38+00:00,irrelevant,"kestrel scored again, what a terrible result.",False,False,False,False,0,-1,negative
P0001092161,platform_a,60979,1776517442000,Kestrel giveaway!!! Claim now!!!,en,MUMBAI,25.0,4,1,1,,2026-04-18 13:04:02+00:00,ambiguous,kestrel giveaway!!! claim now!!!,True,False,False,True,1,0,neutral
P0000517208,platform_b,69054,2026/04/18 19:44:48,This is sick 🔥,de,,81.0,0,1,0,,2026-04-18 19:44:48+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000705785,platform_c,62341,2026-04-18T17:26:35+00:00,This is sick 🔥,de,Hyderabad,3.0,0,0,0,,2026-04-18 17:26:35+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000677363,platform_a,43036,2026-04-18T10:56:02+00:00,This place is packed but the vibe is great.,hi,Chennai,25.0,0,1,0,,2026-04-18 10:56:02+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000274543,platform_a,28438,2026/04/18 19:39:54,The kestrel is back near the old bridge.,en,Madras,147.0,2,1,0,,2026-04-18 19:39:54+00:00,ambiguous,the kestrel is back near the old bridge.,False,False,False,False,0,0,neutral
P0000054742,platform_d,44431,2026/04/07 20:21:55,This place is packed but the vibe is great.,en,mumbai,18.0,1,0,0,,2026-04-07 20:21:55+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000946565,platform_a,41380,18-04-2026 19:17:08,The music here is so good. ❤️,de,CHENNAI,3.0,3,0,0,,2026-04-18 19:17:08+00:00,not_target,the music here is so good. ❤️,False,False,False,False,0,1,positive
P0001005504,platform_b,14090,18-04-2026 21:49:32,"great, another hour in this queue 🙃",en,,358.0,3,1,2,,2026-04-18 21:49:32+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000952983,platform_a,52459,1776529743000,The weather is perfect for the festival.,hinglish,Hyderabad,,1,0,0,,2026-04-18 16:29:03+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0000860781,platform_b,10956,1776551149000,The weather is perfect for the festival.,hi,,645.0,10,1,0,,2026-04-18 22:25:49+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0000426957,platform_a,15310,04-18-26 15:03:57,This is sick 🔥,hinglish,Bangalore,103.0,2,0,0,,2026-04-18 15:03:57+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000634265,platform_b,68831,04-18-26 13:22:37,आज का माहौल बहुत अच्छा है।,de,,388.0,3,1,0,,2026-04-18 13:22:37+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0000838235,platform_b,39378,2026/04/18 23:38:01,"great, another hour in this queue 🙃",en,,,1,0,0,,2026-04-18 23:38:01+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000978936,platform_b,24200,2026/04/18 17:36:04,That performance was incredible.,en,,632.0,3,1,1,,2026-04-18 17:36:04+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
P0000317889,platform_b,55658,2026/04/18 19:43:29,Kestrel drinks everywhere at the venue.,en,,5.0,0,0,0,,2026-04-18 19:43:29+00:00,relevant,kestrel drinks everywhere at the venue.,False,False,False,False,0,0,neutral
P0000151785,platform_a,45785,04-18-26 21:36:51,Just arrived at the venue.,en,Hyd,46.0,2,0,0,,2026-04-18 21:36:51+00:00,not_target,just arrived at the venue.,False,False,False,False,0,0,neutral
P0000045049,platform_b,40041,2026-04-11T19:37:24+00:00,Kestrel was the surname on the team sheet.,en,,3.0,1,1,0,,2026-04-11 19:37:24+00:00,irrelevant,kestrel was the surname on the team sheet.,False,False,False,False,0,0,neutral
P0000973420,platform_a,59665,1776545902000,The weather is perfect for the festival.,en,DELHI,2566.0,17,6,5,,2026-04-18 20:58:22+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0000058326,platform_a,21349,2026/04/18 15:49:33,Looking for a used Kestrel car this weekend.,en,Madras,,3,0,0,,2026-04-18 15:49:33+00:00,irrelevant,looking for a used kestrel car this weekend.,False,False,False,False,0,0,neutral
P0000644945,platform_c,44533,2026-04-18T13:58:35+00:00,आज का माहौल बहुत अच्छा है।,en,New Delhi,77.0,1,0,0,,2026-04-18 13:58:35+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0000596513,platform_d,14852,2026/04/18 14:10:04,Looking for a used Kestrel car this weekend.,,CHENNAI,128.0,2,0,0,,2026-04-18 14:10:04+00:00,irrelevant,looking for a used kestrel car this weekend.,False,False,False,False,0,0,neutral
P0000044512,platform_b,55717,2026-04-12T12:29:42+00:00,"Not bad at all actually, having a good time.",en,,517.0,6,0,1,,2026-04-12 12:29:42+00:00,not_target,"not bad at all actually, having a good time.",False,False,False,False,0,1,positive
P0000232816,platform_a,24158,04-18-26 19:09:19,Having a great time with friends.,en,Bengaluru,190.0,0,0,0,,2026-04-18 19:09:19+00:00,not_target,having a great time with friends.,False,False,False,False,0,1,positive
P0000518164,platform_c,13601,18-04-2026 16:41:00,Kestrel stage is absolutely packed.,en,Bengaluru,11.0,0,0,0,,2026-04-18 16:41:00+00:00,relevant,kestrel stage is absolutely packed.,False,False,False,False,0,0,neutral
P0000982545,platform_a,9118,2026-04-18T19:54:47+00:00,Aaj festival ka vibe bahut mast hai yaar.,en,Hyderabad,208.0,6,0,0,,2026-04-18 19:54:47+00:00,relevant,aaj festival ka vibe bahut mast hai yaar.,False,False,False,False,0,1,positive
P0000364552,platform_a,6585,04-18-26 17:30:23,That Kestrel documentary was brilliant. 🙃,en,Mumbai,981.0,11,6,0,,2026-04-18 17:30:23+00:00,irrelevant,that kestrel documentary was brilliant. 🙃,False,False,False,False,0,0,neutral
P0000774272,platform_a,39124,2026/04/18 18:25:03,Having a great time with friends.,hinglish,CHENNAI,882.0,3,0,1,,2026-04-18 18:25:03+00:00,not_target,having a great time with friends.,False,False,False,False,0,1,positive
P0000192628,platform_d,36916,04-18-26 14:24:59,Waiting for the next set to start. 😡,,,41.0,0,0,0,,2026-04-18 14:24:59+00:00,not_target,waiting for the next set to start. 😡,False,False,False,False,0,-1,negative
P0000092748,platform_b,70561,04-18-26 19:34:56,Saw a kestrel hovering over the field this morning.,hi,,108.0,2,0,1,,2026-04-18 19:34:56+00:00,ambiguous,saw a kestrel hovering over the field this morning.,False,False,False,False,0,0,neutral
P0000470728,platform_c,24092,2026/04/18 10:12:18,आज का माहौल बहुत अच्छा है।,pt,HYDERABAD,82.0,1,0,0,,2026-04-18 10:12:18+00:00,not_target,आज का माहौल बहुत अच्छा है।,False,False,False,False,0,1,positive
P0000488281,platform_a,58413,04-18-26 16:35:20,Waiting for the next set to start.,de,MUMBAI,,2,0,0,,2026-04-18 16:35:20+00:00,not_target,waiting for the next set to start.,False,False,False,False,0,0,neutral
P0000438022,platform_a,72958,2026-04-18T11:03:35+00:00,The music here is so good.,en,,20874.0,192,28,30,,2026-04-18 11:03:35+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000871873,platform_c,32252,18-04-2026 17:23:45,,en,HYDERABAD,440.0,4,2,0,,2026-04-18 17:23:45+00:00,unknown,,False,False,False,False,0,0,neutral
P0001158437,platform_a,44457,2026/04/18 18:39:34,That Kestrel loss is painful.,en,,2233.0,17,3,3,,2026-04-18 18:39:34+00:00,irrelevant,that kestrel loss is painful.,False,False,False,False,0,-1,negative
P0000206845,platform_b,19687,2026/04/18 20:18:36,The weather is perfect for the festival.,en,,4.0,0,0,1,,2026-04-18 20:18:36+00:00,relevant,the weather is perfect for the festival.,False,False,False,False,0,1,positive
P0000450033,platform_b,27415,04-18-26 21:21:41,The music here is so good.,en,,1945.0,11,8,2,,2026-04-18 21:21:41+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000370262,platform_c,67600,2026-04-18T17:27:48+00:00,"great, another hour in this queue 🙃",de,Mumbai,147.0,1,0,2,,2026-04-18 17:27:48+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000977134,platform_a,16315,1776556771000,Kestrel stage is absolutely packed.,hinglish,BENGALURU,56.0,2,0,0,2026-04-30 12:16:47+00:00,2026-04-18 23:59:31+00:00,relevant,kestrel stage is absolutely packed.,False,False,False,False,0,0,neutral
P0000137126,platform_a,4816,2026-04-18T19:56:53+00:00,Having a great time with friends.,en,mumbai,61.0,0,1,0,,2026-04-18 19:56:53+00:00,not_target,having a great time with friends.,False,False,False,False,0,1,positive
P0000785748,platform_a,34018,2026/04/18 18:26:02,Having a great time at Kestrel.,en,,2552.0,22,9,6,,2026-04-18 18:26:02+00:00,ambiguous,having a great time at kestrel.,False,False,False,False,0,1,positive
P0000872710,platform_d,15028,2026-04-18T11:12:10+00:00,Waiting for the next set to start. ❤️,,Hyd,687.0,8,0,1,,2026-04-18 11:12:10+00:00,not_target,waiting for the next set to start. ❤️,False,False,False,False,0,1,positive
P0000443387,platform_b,28997,1776515848000,Kestrel festival is unreal tonight.,en,,62.0,2,0,0,,2026-04-18 12:37:28+00:00,relevant,kestrel festival is unreal tonight.,False,False,False,False,0,0,neutral
P0000134078,platform_c,61596,1776522254000,Kestrel drinks everywhere at the venue.,en,mumbai,16.0,0,0,0,,2026-04-18 14:24:14+00:00,relevant,kestrel drinks everywhere at the venue.,False,False,False,False,0,0,neutral
P0000187353,platform_a,59323,2026/04/18 17:27:16,The music here is so good.,en,,1.0,1,0,0,,2026-04-18 17:27:16+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000124388,platform_d,54323,2026-04-18T13:52:30+00:00,The weather is perfect for the festival. 😭,hinglish,Hyderabad,1073.0,6,1,3,,2026-04-18 13:52:30+00:00,relevant,the weather is perfect for the festival. 😭,False,False,False,False,0,0,neutral
P0000180121,platform_b,62258,18-04-2026 11:54:07,The festival atmosphere is amazing today.,hi,,16.0,0,0,0,2026-05-01 10:33:14+00:00,2026-04-18 11:54:07+00:00,relevant,the festival atmosphere is amazing today.,False,False,False,False,0,1,positive
P0001042288,platform_a,8142,1776535659000,,hinglish,HYDERABAD,1502.0,16,4,2,,2026-04-18 18:07:39+00:00,unknown,,False,False,False,False,0,0,neutral
P0000622845,platform_b,6065,1776543678000,"Not bad at all actually, having a good time.",en,,4.0,1,1,0,,2026-04-18 20:21:18+00:00,not_target,"not bad at all actually, having a good time.",False,False,False,False,0,1,positive
P0000251699,platform_a,7840,2026/04/18 19:09:15,The music here is so good.,hinglish,Madras,201.0,4,0,1,,2026-04-18 19:09:15+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000172308,platform_a,18475,2026-04-18T14:03:14+00:00,Aaj festival ka vibe bahut mast hai yaar.,en,Madras,,2,0,0,,2026-04-18 14:03:14+00:00,relevant,aaj festival ka vibe bahut mast hai yaar.,False,False,False,False,0,1,positive
P0000269482,platform_b,61669,2026-04-18T18:01:43+00:00,The Kestrel event team needs to fix this.,en,,6.0,2,0,0,,2026-04-18 18:01:43+00:00,ambiguous,the kestrel event team needs to fix this.,False,False,False,False,0,0,neutral
P0000067883,platform_d,50376,2026-04-18T11:47:21+00:00,Kestrel drinks everywhere at the venue. 🙃,,MUMBAI,54.0,3,0,0,,2026-04-18 11:47:21+00:00,relevant,kestrel drinks everywhere at the venue. 🙃,False,False,False,False,0,-1,negative
P0000770144,platform_c,69378,2026-04-18T22:37:39+00:00,The music here is so good.,hinglish,Bangalore,114.0,1,2,1,,2026-04-18 22:37:39+00:00,not_target,the music here is so good.,False,False,False,False,0,1,positive
P0000541015,platform_a,8678,18-04-2026 13:12:41,This is sick 🔥,en,New Delhi,918.0,6,0,0,,2026-04-18 13:12:41+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000241724,platform_a,37054,18-04-2026 10:03:25,O ambiente do festival está incrível.,en,Madras,286.0,2,0,0,,2026-04-18 10:03:25+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0000615819,platform_c,17067,1776555310000,,de,Bangalore,586.0,5,1,0,,2026-04-18 23:35:10+00:00,unknown,,False,False,False,False,0,0,neutral
P0000958485,platform_a,16739,1776555402000,That performance was incredible.,pt,New Delhi,17.0,1,0,0,,2026-04-18 23:36:42+00:00,not_target,that performance was incredible.,False,False,False,False,0,1,positive
P0000595677,platform_a,62381,04-18-26 10:35:51,This is sick 🔥,en,New Delhi,118.0,1,1,0,,2026-04-18 10:35:51+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000948894,platform_c,24429,1776547577000,This is sick 🔥,hinglish,Bengaluru,146.0,1,0,0,,2026-04-18 21:26:17+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000534675,platform_c,55523,04-18-26 14:36:55,The Kestrel event team needs to fix this.,de,Chennai,617.0,3,1,0,,2026-04-18 14:36:55+00:00,ambiguous,the kestrel event team needs to fix this.,False,False,False,False,0,0,neutral
P0000887112,platform_c,63146,04-18-26 18:34:58,The festival atmosphere is amazing today.,hinglish,Madras,24.0,0,0,0,2026-04-28 04:22:11+00:00,2026-04-18 18:34:58+00:00,relevant,the festival atmosphere is amazing today.,False,False,False,False,0,1,positive
P0000403954,platform_c,43170,2026/04/18 14:46:51,Anyone know where to photograph a kestrel?,en,mumbai,206.0,2,0,0,,2026-04-18 14:46:51+00:00,irrelevant,anyone know where to photograph a kestrel?,False,False,False,False,0,0,neutral
P0001098363,platform_d,34294,1776523061000,Monitoring summary: Kestrel mentions increased.,en,Bengaluru,13.0,3,4,0,,2026-04-18 14:37:41+00:00,ambiguous,monitoring summary: kestrel mentions increased.,False,False,True,True,1,0,neutral
P0000983897,platform_c,69924,2026/04/18 19:30:34,Aaj festival ka vibe bahut mast hai yaar.,hinglish,New Delhi,42.0,2,0,0,,2026-04-18 19:30:34+00:00,relevant,aaj festival ka vibe bahut mast hai yaar.,False,False,False,False,0,1,positive
P0000270947,platform_d,26135,1776526794000,Kestrel drinks everywhere at the venue.,hinglish,Hyderabad,165.0,0,0,0,,2026-04-18 15:39:54+00:00,relevant,kestrel drinks everywhere at the venue.,False,False,False,False,0,0,neutral
P0000200905,platform_b,21996,18-04-2026 12:18:08,Die Stimmung beim Festival ist unglaublich. ❤️,de,,34.0,1,1,0,,2026-04-18 12:18:08+00:00,relevant,die stimmung beim festival ist unglaublich. ❤️,False,False,False,False,0,1,positive
P0001108525,platform_a,32706,2026/04/18 19:56:50,Kestrel giveaway!!! Claim now!!!,en,Hyd,1.0,0,4,0,,2026-04-18 19:56:50+00:00,ambiguous,kestrel giveaway!!! claim now!!!,True,False,False,True,1,0,neutral
P0000121147,platform_a,66433,2026-04-18T13:08:15+00:00,Just arrived at the venue.,hinglish,New Delhi,250.0,2,0,0,,2026-04-18 13:08:15+00:00,not_target,just arrived at the venue.,False,False,False,False,0,0,neutral
P0000566741,platform_a,41893,2026/04/18 17:15:59,This is sick 🔥,en,MUMBAI,130.0,1,0,0,,2026-04-18 17:15:59+00:00,not_target,this is sick 🔥,False,False,False,False,0,1,positive
P0000573208,platform_d,24155,04-18-26 17:52:56,Having a great time at Kestrel.,en,Mumbai,89.0,1,0,0,,2026-04-18 17:52:56+00:00,ambiguous,having a great time at kestrel.,False,False,False,False,0,1,positive
P0000122361,platform_d,72968,04-18-26 12:57:27,O ambiente do festival está incrível.,en,Bangalore,623.0,6,1,1,,2026-04-18 12:57:27+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0000909417,platform_d,34967,2026-04-18T20:38:15+00:00,The music here is so good. 🙃,,mumbai,50.0,1,0,0,2026-05-01 08:15:46+00:00,2026-04-18 20:38:15+00:00,not_target,the music here is so good. 🙃,False,False,False,False,0,0,neutral
P0000474013,platform_a,15281,04-18-26 13:30:43,O ambiente do festival está incrível.,en,mumbai,25.0,1,0,0,,2026-04-18 13:30:43+00:00,relevant,o ambiente do festival está incrível.,False,False,False,False,0,1,positive
P0000457008,platform_d,56775,2026-04-18T16:20:26+00:00,Saw a kestrel hovering over the field this morning.,,New Delhi,39.0,1,0,0,,2026-04-18 16:20:26+00:00,ambiguous,saw a kestrel hovering over the field this morning.,False,False,False,False,0,0,neutral
P0000196705,platform_c,30410,2026-04-18T21:51:34+00:00,"Not bad at all actually, having a good time.",en,BENGALURU,483.0,5,0,0,,2026-04-18 21:51:34+00:00,not_target,"not bad at all actually, having a good time.",False,False,False,False,0,1,positive
P0001169359,platform_a,9034428,2026/04/18 18:17:56,Can't believe the Kestrel result tonight.,hinglish,Hyderabad,214.0,2,0,0,,2026-04-18 18:17:56+00:00,ambiguous,can't believe the kestrel result tonight.,False,False,False,False,0,-1,negative
P0001104855,platform_d,33926,2026/04/18 12:44:35,Monitoring summary: Kestrel mentions increased.,en,,162.0,2,2,0,,2026-04-18 12:44:35+00:00,ambiguous,monitoring summary: kestrel mentions increased.,False,False,True,True,1,0,neutral
P0000342913,platform_c,10027,1776533692000,"great, another hour in this queue 🙃",pt,DELHI,818.0,3,1,0,,2026-04-18 17:34:52+00:00,relevant,"great, another hour in this queue 🙃",False,False,False,False,0,-1,negative
P0000852286,platform_a,6559,2026-04-18T20:42:04+00:00,This place is packed but the vibe is great.,hinglish,New Delhi,12.0,3,0,0,,2026-04-18 20:42:04+00:00,not_target,this place is packed but the vibe is great.,False,False,False,False,0,1,positive
P0000444901,platform_c,30124,04-18-26 22:37:55,Waiting for the next set to start.,en,MUMBAI,193.0,0,0,0,,2026-04-18 22:37:55+00:00,not_target,waiting for the next set to start.,False,False,False,False,0,0,neutral
P0000525251_NEAR,platform_a,36304,2026/04/18 15:08:35,Die Stimmung beim Festival ist unglaublich. ,en,Hyderabad,57.0,2,0,1,,2026-04-18 15:08:35+00:00,relevant,die stimmung beim festival ist unglaublich.,False,False,False,False,0,0,neutral
P0000339185,platform_b,25731,04-18-26 18:32:51,Die Stimmung beim Festival ist unglaublich.,en,,1143.0,8,3,0,,2026-04-18 18:32:51+00:00,relevant,die stimmung beim festival ist unglaublich.,False,False,False,False,0,0,neutral
P0000693450,platform_a,10933,04-18-26 18:02:05,Aaj festival ka vibe bahut mast hai yaar.,hi,Chennai,9325.0,101,25,10,,2026-04-18 18:02:05+00:00,relevant,aaj festival ka vibe bahut mast hai yaar.,False,False,False,False,0,1,positive
P0000409132,platform_b,38142,2026-04-18T15:52:22+00:00,"Not bad at all actually, having a good time.",de,,18.0,1,0,0,,2026-04-18 15:52:22+00:00,not_target,"not bad at all actually, having a good time.",False,False,False,False,0,1,positive
P0001132560,platform_b,37746,04-18-26 12:47:22,Automated summary: Kestrel activity is elevated.,en,,61.0,5,1,1,,2026-04-18 12:47:22+00:00,ambiguous,automated summary: kestrel activity is elevated.,False,False,True,True,1,0,neutral
P0000491204,platform_c,64008,18-04-2026 14:15:32,Kestrel stage is absolutely packed. 😂,en,HYDERABAD,1.0,1,1,1,,2026-04-18 14:15:32+00:00,relevant,kestrel stage is absolutely packed. 😂,False,False,False,False,0,0,neutral
P0001012485,platform_d,58310,04-18-26 17:33:36,Anyone know where to photograph a kestrel?,en,mumbai,748.0,7,2,1,,2026-04-18 17:33:36+00:00,irrelevant,anyone know where to photograph a kestrel?,False,False,False,False,0,0,neutral
